Predicted Value,True Value,Timestamp,Stake,Payout
False,False,1703931600,0.8,1.50134721388462
False,True,1703931900,0.8,0.0
True,True,1703932200,0.8,1.7274223954339054
True,False,1703932500,0.8,0.0
False,True,1703932800,0.8,0.0
False,True,1703933100,0.8,0.0
False,True,1703933400,0.8,0.0
True,False,1703933700,0.8,0.0
True,True,1703934000,0.8,1.5900967186769537
False,True,1703934300,0.8,0.0
False,True,1703934600,0.8,0.0
True,True,1703934900,0.8,1.6444883832014123
False,False,1703935200,0.8,1.6410082925832101
True,False,1703935500,0.8,0.0
False,False,1703935800,0.8,1.4989081045581485
True,False,1703936100,0.8,0.0
False,False,1703936400,0.8,1.5384280276930173
True,True,1703936700,0.8,1.6636740778060837
False,True,1703937000,0.8,0.0
True,True,1703937300,0.8,1.4984841498027501
False,False,1703937600,0.8,1.485791648567736
False,True,1703937900,0.8,0.0
True,True,1703938200,0.8,1.6655691252174032
True,True,1703938500,0.8,1.546892098940332
True,False,1703938800,0.8,0.0
False,False,1703939100,0.8,1.5069827748566353
False,True,1703939400,0.8,0.0
True,False,1703939700,0.8,0.0
True,False,1703940000,0.8,0.0
True,False,1703940300,0.8,0.0
False,True,1703940600,0.8,0.0
True,False,1703940900,0.8,0.0
False,True,1703941500,0.8,0.0
True,False,1703941800,0.8,0.0
False,False,1703942100,0.8,1.4748190197001747
False,False,1703942400,0.8,1.5705435944703325
True,True,1703942700,0.8,1.5835714491114317
True,True,1703943000,0.8,1.5191397009443228
False,True,1703943300,0.8,0.0
False,True,1703943600,0.8,0.0
False,False,1703943900,0.8,1.8670049772560247
True,False,1703944200,0.8,0.0
False,True,1703944500,0.8,0.0
False,True,1703944800,0.8,0.0
True,True,1703945100,0.8,1.5990547943044502
True,False,1703945400,0.8,0.0
True,True,1703945700,0.8,1.548380321057278
True,False,1703946000,0.8,0.0
True,False,1703946300,0.8,0.0
True,True,1703946600,0.8,1.7039951894616467
False,True,1703946900,0.8,0.0
True,False,1703947200,0.8,0.0
False,True,1703947500,0.8,0.0
True,True,1703947800,0.8,1.46808883882186
True,False,1703948100,0.8,0.0
False,True,1703948400,0.8,0.0
True,False,1703948700,0.8,0.0
True,True,1703949000,0.8,1.6434933314561506
False,False,1703949300,0.8,1.6006420782369044
False,False,1703949600,0.8,1.6000238509844118
True,False,1703949900,0.8,0.0
True,True,1703950200,0.8,1.4413042866765307
True,True,1703950500,0.8,1.600832643642902
True,True,1703950800,0.8,1.6387992638831381
True,True,1703951100,0.8,1.7171394729308098
True,True,1703951400,0.8,1.5844899131335284
True,True,1703951700,0.8,1.633366837177405
True,False,1703952000,0.8,0.0
False,True,1703952300,0.8,0.0
False,True,1703952600,0.8,0.0
False,True,1703952900,0.8,0.0
True,False,1703953200,0.8,0.0
True,True,1703953500,0.8,1.668008090495104
False,False,1703953800,0.8,1.6829404827296037
True,True,1703954100,0.8,1.4788040339576531
True,False,1703954400,0.8,0.0
True,False,1703954700,0.8,0.0
True,False,1703955000,0.8,0.0
False,True,1703955300,0.8,0.0
False,False,1703955600,0.8,1.6032356737187463
False,True,1703955900,0.8,0.0
True,False,1703956200,0.8,0.0
True,False,1703956500,0.8,0.0
False,True,1703956800,0.8,0.0
False,True,1703957100,0.8,0.0
False,True,1703957400,0.8,0.0
True,True,1703957700,0.8,1.561806763604196
False,False,1703958000,0.8,1.6588894815054342
False,False,1703958300,0.8,1.6714147601083114
True,False,1703958600,0.8,0.0
False,True,1703958900,0.8,0.0
True,False,1703959200,0.8,0.0
False,False,1703959500,0.8,1.5852344887140835
False,False,1703959800,0.8,1.5151099664797405
True,True,1703960100,0.8,1.5849384133285924
False,True,1703960400,0.8,0.0
True,True,1703960700,0.8,1.575014725138793
True,False,1703961000,0.8,0.0
True,False,1703961300,0.8,0.0
False,False,1703961600,0.8,1.76516949617946
True,False,1703961900,0.8,0.0
False,True,1703962200,0.8,0.0
False,True,1703962500,0.8,0.0
False,False,1703963100,0.8,1.5006256849328425
True,False,1703963400,0.8,0.0
True,True,1703963700,0.8,1.6032350593531226
False,True,1703964000,0.8,0.0
False,True,1703964300,0.8,0.0
True,True,1703964600,0.8,1.569405740666821
True,True,1703964900,0.8,1.566116991986289
False,False,1703965200,0.8,1.6789651855603052
False,False,1703965500,0.8,1.6201627905700393
True,True,1703965800,0.8,1.5928168498393764
False,False,1703966100,0.8,1.6440333234085491
False,False,1703966400,0.8,1.6660404754161897
True,True,1703966700,0.8,1.6045631962299713
True,False,1703967000,0.8,0.0
False,True,1703967300,0.8,0.0
False,False,1703967600,0.8,1.921050493535117
False,False,1703967900,0.8,1.6189762933556433
False,True,1703968200,0.8,0.0
False,False,1703968500,0.8,1.5427117643208745
True,False,1703968800,0.8,0.0
True,False,1703969100,0.8,0.0
False,True,1703969400,0.8,0.0
True,True,1703969700,0.8,1.6407481346527368
False,False,1703970000,0.8,1.668263310136389
False,True,1703970300,0.8,0.0
False,False,1703970600,0.8,1.7546781361285002
False,True,1703970900,0.8,0.0
False,False,1703971200,0.8,1.632864696349748
True,True,1703971500,0.8,1.6548512258387138
True,True,1703971800,0.8,1.7816425458171228
False,False,1703972100,0.8,1.7207216174426414
True,False,1703972400,0.8,0.0
False,True,1703972700,0.8,0.0
False,False,1703973000,0.8,1.6724440303349517
True,True,1703973300,0.8,1.9097067042644116
False,True,1703973600,0.8,0.0
False,False,1703973900,0.8,1.561222928794205
False,True,1703974200,0.8,0.0
False,True,1703974500,0.8,0.0
True,False,1703974800,0.8,0.0
False,False,1703975100,0.8,1.3218135263592465
True,True,1703975400,0.8,2.018982869665782
False,False,1703975700,0.8,1.6904619143417567
True,False,1703976000,0.8,0.0
True,False,1703976300,0.8,0.0
True,False,1703976600,0.8,0.8
True,False,1703976900,0.8,0.0
False,False,1703977200,0.8,1.6128988304010277
False,True,1703977500,0.8,0.0
False,True,1703977800,0.8,0.0
True,True,1703978100,0.8,1.6077438456134883
True,True,1703978400,0.8,1.6538367729223595
True,False,1703978700,0.8,0.0
False,False,1703979000,0.8,1.5953602115567473
True,False,1703979300,0.8,0.0
False,False,1703979600,0.8,1.4925575896315264
False,False,1703979900,0.8,1.6956487848002604
False,True,1703980200,0.8,0.0
True,True,1703980500,0.8,1.5712319526696112
